링크ID,위험도,위험등급,시군구,읍면동,도로명,도로길이_m,차로수_편도,사고건수,사망자수,중상자수,경상자수,부상신고자수
1220031802,0.79,1,강남구,삼성동,삼성로,148,2,1,0,1,0,0
1220031803,3.57,2,강남구,삼성동,삼성로,143,2,4,0,2,2,0
1220031804,3.62,2,강남구,삼성동,삼성로,163,2,5,0,2,6,0
1220031903,3.74,2,강남구,삼성동,삼성로,143,3,4,0,2,5,0
1220031904,2.89,1,강남구,삼성동,삼성로,163,3,6,0,1,10,0
1220032002,3.34,2,강남구,논현동,학동로,152,3,4,0,2,3,0
1220032003,3.99,2,강남구,논현동,학동로,141,3,10,0,1,8,3
1220032103,10.58,3,강남구,논현동,학동로,140,3,11,0,3,12,0
1220032605,3.98,2,강남구,신사동,도산대로,184,4,11,0,1,10,1
1220032702,43.08,4,강남구,논현동,도산대로,236,4,29,0,9,23,9
1220032803,1.05,1,강남구,청담동,학동로,243,3,6,0,1,5,1
1220032804,8.33,2,강남구,청담동,학동로,140,3,8,0,3,4,2
1220032805,0.30,1,강남구,청담동,학동로,204,3,3,0,0,3,0
1220032901,8.99,2,강남구,삼성동,학동로,84,3,4,0,3,4,0
1220032902,0.05,1,강남구,삼성동,학동로,139,3,1,0,0,1,0
1220032904,7.80,2,강남구,삼성동,학동로,140,3,4,0,3,1,0
1220033001,0.94,1,강남구,논현동,언주로,119,5,4,0,0,4,0
1220033003,2.74,1,강남구,논현동,언주로,65,4,4,0,1,3,0
1220033004,81.73,4,강남구,논현동,언주로,158,4,30,1,8,31,5
1220033101,4.15,2,강남구,논현동,언주로,119,4,4,0,2,2,0
1220033102,3.87,2,강남구,논현동,언주로,360,5,10,0,2,17,1
1220033202,22.67,4,강남구,청담동,학동로,402,3,27,0,7,24,2
1220033301,6.00,2,강남구,삼성동,학동로,215,3,8,0,3,7,0
1220033401,5.14,2,강남구,논현동,선릉로,81,3,5,0,1,11,0
1220033402,1.57,1,강남구,논현동,선릉로,433,2,6,0,2,7,0
1220033403,7.52,2,강남구,청담동,선릉로,175,2,10,0,3,6,3
1220033501,1.66,1,강남구,청담동,선릉로,81,2,2,0,1,2,0
1220033502,3.60,2,강남구,청담동,선릉로,433,2,13,0,2,16,1
1220033503,1.88,1,강남구,청담동,선릉로,172,2,6,0,1,7,2
1220033603,11.23,3,강남구,신사동,도산대로,203,5,10,0,4,12,1
1220033900,1.02,1,강남구,삼성동,학동로,283,2,6,0,0,8,2
1220034001,9.62,2,강남구,청담동,삼성로,134,3,7,0,3,16,0
1220034002,12.32,3,강남구,청담동,삼성로,515,3,19,0,7,19,3
1220034101,3.49,2,강남구,청담동,삼성로,134,3,2,0,2,0,0
1220034102,8.22,2,강남구,청담동,삼성로,515,3,18,0,5,17,6
1220034202,5.84,2,강남구,신사동,도산대로,199,5,11,0,2,13,6
1220034203,3.78,2,강남구,신사동,도산대로,135,5,4,0,2,2,0
1220034204,9.15,2,강남구,청담동,도산대로,167,5,7,0,4,6,1
1220034302,6.55,2,강남구,논현동,도산대로,199,5,12,0,2,15,3
1220034303,3.57,2,강남구,논현동,도산대로,135,5,8,0,0,10,2
1220034402,1.90,1,강남구,신사동,논현로,111,4,5,0,0,6,0
1220034403,8.73,2,강남구,신사동,논현로,427,4,17,0,5,17,2
1220034404,0.14,1,강남구,신사동,논현로,49,2,1,0,0,1,0
1220034505,1.04,1,강남구,신사동,논현로,243,2,5,0,1,5,0
1220034601,5.14,2,강남구,청담동,도산대로,199,5,9,0,2,11,0
1220034602,33.96,4,강남구,청담동,도산대로,291,5,18,0,9,24,1
1220034603,30.55,4,강남구,청담동,도산대로,245,5,14,1,7,13,0
1220034701,12.29,3,강남구,청담동,도산대로,199,5,8,0,5,4,0
1220034702,12.70,3,강남구,청담동,도산대로,291,5,12,0,6,6,3
1220034801,46.16,4,강남구,청담동,도산대로,77,6,16,0,5,16,3
1220034802,3.54,2,강남구,청담동,도산대로,196,6,9,0,0,12,6
1220034803,20.36,4,강남구,청담동,도산대로,231,6,25,0,4,26,9
1220034804,13.16,3,강남구,청담동,도산대로,132,4,8,0,4,10,3
1220034902,5.95,2,강남구,청담동,도산대로,196,5,7,0,3,7,3
1220034903,29.97,4,강남구,청담동,도산대로,231,5,24,0,7,19,8
1220034904,8.52,2,강남구,청담동,도산대로,132,4,6,0,3,2,2
1220035001,16.58,3,강남구,압구정동,압구정로,294,3,14,0,6,14,1
1220035004,9.07,2,강남구,압구정동,압구정로,217,3,12,0,3,14,1
1220035101,23.52,4,강남구,신사동,압구정로,293,3,18,0,7,14,1
1220035102,0.18,1,강남구,신사동,압구정로,154,3,2,0,0,2,0
1220035104,4.28,2,강남구,신사동,압구정로,217,3,9,0,2,9,0
1220035202,7.55,2,강남구,신사동,언주로,173,4,12,0,2,13,1
1220035203,49.52,4,강남구,신사동,언주로,509,4,40,1,13,39,9
1220035302,0.47,1,강남구,신사동,언주로,172,4,3,0,0,4,1
1220035303,3.79,2,강남구,신사동,언주로,505,4,13,0,3,14,2
1220035305,0.44,1,강남구,신사동,언주로,143,5,3,0,0,3,0
1220035401,36.15,4,강남구,청담동,선릉로,98,3,12,0,5,12,3
1220035403,8.53,2,강남구,신사동,선릉로,128,3,4,0,3,0,1
1220035404,0.04,1,강남구,신사동,선릉로,236,3,2,0,0,1,1
1220035501,4.81,2,강남구,청담동,선릉로,95,3,6,0,1,10,0
1220035502,10.58,3,강남구,청담동,선릉로,69,3,3,0,3,1,1
1220035503,11.46,3,강남구,청담동,선릉로,128,3,4,0,4,3,3
1220035600,2.85,1,강남구,신사동,논현로,450,2,15,0,2,11,3
1220035700,0.61,1,강남구,신사동,논현로,470,2,6,0,1,5,0
1220035801,3.47,2,강남구,청담동,압구정로,91,4,5,0,0,9,0
1220035803,5.84,2,강남구,청담동,압구정로,133,3,8,0,2,7,0
1220035901,16.24,3,강남구,청담동,압구정로,91,3,14,0,2,14,2
1220035903,0.00,1,강남구,압구정동,압구정로,133,3,0,0,0,0,0
1220036002,12.81,3,강남구,압구정동,압구정로,189,3,14,0,3,19,1
1220036003,1.09,1,강남구,압구정동,압구정로,111,3,1,0,1,0,0
1220036005,13.30,3,강남구,압구정동,압구정로,112,3,11,0,3,9,3
1220036101,3.50,2,강남구,신사동,압구정로,189,3,8,0,2,9,1
1220036102,3.36,2,강남구,신사동,압구정로,110,3,7,0,1,7,1
1220036103,1.05,1,강남구,신사동,압구정로,124,4,2,0,1,2,0
1220036104,23.78,4,강남구,신사동,압구정로,110,5,14,0,4,12,2
1220036201,16.27,3,강남구,신사동,압구정로,124,3,6,0,5,13,1
1220036203,2.41,1,강남구,신사동,압구정로,105,4,5,0,1,5,0
1220036205,0.10,1,강남구,신사동,압구정로,71,4,1,0,0,1,0
1220036304,0.92,1,강남구,압구정동,압구정로,135,4,2,0,1,1,0
1220036305,2.60,1,강남구,압구정동,압구정로,71,3,5,0,1,3,2
1220036306,3.81,2,강남구,압구정동,압구정로,143,3,8,0,1,10,1
1220036602,0.18,1,강남구,압구정동,논현로,347,2,3,0,0,3,0
1220036704,0.02,1,강남구,압구정동,논현로,342,2,1,0,0,1,0
1220036802,6.56,2,강남구,압구정동,언주로,239,3,8,0,4,6,1
1220036901,21.48,4,강남구,압구정동,언주로,117,4,10,0,6,10,1
1220037201,0.98,1,강남구,압구정동,언주로,73,3,3,0,0,5,1
1220037202,0.47,1,강남구,압구정동,언주로,301,3,3,0,1,3,1
1220037301,0.00,1,강남구,압구정동,언주로,77,3,0,0,0,0,0
1220037302,0.23,1,강남구,압구정동,언주로,302,3,2,0,0,5,1
1220037700,0.04,1,강남구,세곡동,헌릉로,167,1,1,0,0,1,0
1220037900,2.34,1,강남구,세곡동,헌릉로,104,5,3,0,2,1,1
1220038001,5.93,2,강남구,세곡동,헌릉로,300,6,4,0,5,4,1
1220038002,19.19,3,강남구,세곡동,헌릉로,195,5,10,0,6,7,0
1220038101,0.27,1,강남구,세곡동,헌릉로,300,5,3,0,0,4,1
1220038200,0.08,1,강남구,세곡동,헌릉로,126,1,2,0,0,1,1
1220038300,3.48,2,강남구,세곡동,헌릉로,142,1,4,0,2,2,1
1220038402,0.32,1,강남구,세곡동,헌릉로,421,5,4,0,0,5,1
1220038404,0.00,1,강남구,세곡동,헌릉로,66,3,0,0,0,0,0
1220038501,0.05,1,강남구,세곡동,헌릉로,133,4,1,0,0,1,0
1220039200,0.08,1,강남구,세곡동,헌릉로718길,390,1,3,0,0,2,1
1220039400,1.88,1,강남구,세곡동,헌릉로718길,62,1,1,0,1,0,0
1220039600,0.78,1,강남구,율현동,헌릉로758길,155,1,1,0,1,0,0
1220039800,0.19,1,강남구,율현동,헌릉로745길,147,2,1,0,0,4,0
1220039900,0.00,1,강남구,율현동,헌릉로757길,136,1,0,0,0,0,0
1220040300,0.28,1,강남구,율현동,헌릉로745길헌릉로757길,102,1,2,0,0,2,0
1220040400,0.00,1,강남구,율현동,헌릉로745길헌릉로757길,102,1,0,0,0,0,0
1220040600,0.00,1,강남구,율현동,헌릉로745길인접길,384,1,0,0,0,0,0
1220040800,0.00,1,강남구,율현동,헌릉로745길,258,1,0,0,0,0,0
1220040900,0.00,1,강남구,율현동,헌릉로757길,310,2,0,0,0,0,0
1220041400,27.21,4,강남구,율현동,자곡로7길,1056,1,33,1,16,22,5
1220041500,0.58,1,강남구,자곡동,자곡로7길,1066,1,10,0,1,11,3
1220041600,0.13,1,강남구,개포동,논현로10길,126,1,2,0,0,2,1
1220041700,3.94,2,강남구,개포동,논현로10길,126,1,3,0,2,2,0
1220041800,0.43,1,강남구,개포동,언주로,96,3,2,0,0,3,0
1220041900,2.45,1,강남구,개포동,언주로,97,3,5,0,0,7,3
1220042100,0.57,1,강남구,개포동,논현로10길,130,1,3,0,0,5,1
1220042200,0.00,1,강남구,개포동,언주로,160,2,0,0,0,0,0
1220042300,0.09,1,강남구,개포동,언주로,160,2,1,0,0,2,0
1220042400,0.00,1,강남구,개포동,논현로16길,304,1,0,0,0,0,0
1220043000,0.18,1,강남구,개포동,언주로7길,659,1,1,0,1,0,0
1220043100,0.20,1,강남구,개포동,언주로7길,641,1,3,0,1,1,1
1220043300,0.84,1,강남구,개포동,언주로,349,2,4,0,2,3,0
1220043600,0.49,1,강남구,개포동,개포로22길,304,1,3,0,1,2,0
1220043700,0.00,1,강남구,개포동,개포로22길,305,1,0,0,0,0,0
1220044000,0.97,1,강남구,개포동,논현로16길,131,1,2,0,1,1,0
1220044100,0.05,1,강남구,개포동,논현로16길,131,1,1,0,0,1,0
1220044200,0.61,1,강남구,개포동,개포로22길,207,1,3,0,1,1,1
1220044400,0.54,1,강남구,개포동,양재대로16길,224,1,1,0,1,0,0
1220044500,0.64,1,강남구,개포동,양재대로16길,223,1,2,0,1,3,0
1220044900,0.23,1,강남구,일원동,광평로10길,523,1,1,0,1,0,0
1220045100,0.27,1,강남구,일원동,광평로20길,447,1,1,0,1,0,0
1220045200,0.00,1,강남구,일원동,광평로20길,428,1,0,0,0,0,0
1220045400,0.58,1,강남구,일원동,일원로,215,1,2,0,1,0,1
1220045500,0.03,1,강남구,일원동,일원로,215,1,1,0,0,1,0
1220046000,0.03,1,강남구,일원동,광평로19길,239,1,1,0,0,1,0
1220046100,2.02,1,강남구,수서동,광평로19길,239,1,2,0,2,0,0
1220046200,1.04,1,강남구,일원동,광평로9길,516,1,4,0,2,4,1
1220046500,0.00,1,강남구,도곡동,언주로,83,1,0,0,0,0,0
1220046600,0.01,1,강남구,수서동,광평로31길,672,1,1,0,0,1,0
1220046800,1.19,1,강남구,도곡동,남부순환로363길,101,1,1,0,1,2,0
1220046900,0.07,1,강남구,도곡동,남부순환로363길,101,1,1,0,0,1,0
1220047000,0.00,1,강남구,개포동,양재대로광평로,115,1,0,0,0,0,0
1220047200,0.48,1,강남구,일원동,일원로13길,248,1,2,0,1,0,1
1220047400,0.00,1,강남구,도곡동,언주로,68,1,0,0,0,0,0
1220047600,1.44,1,강남구,개포동,광평로,162,1,1,0,2,0,0
1220047700,0.40,1,강남구,개포동,양재대로,447,3,4,0,1,3,0
1220047800,0.02,1,강남구,개포동,양재대로,452,3,1,0,0,1,0
1220047900,0.10,1,강남구,도곡동,언주로,69,1,1,0,0,1,0
1220048000,5.20,2,강남구,개포동,영동대로양재대로,136,1,3,0,3,1,0
1220048300,0.00,1,강남구,수서동,밤고개로5길,571,1,0,0,0,0,0
1220048500,0.00,1,강남구,수서동,밤고개로5길,96,1,0,0,0,0,0
1220048600,0.00,1,강남구,수서동,밤고개로5길,53,1,0,0,0,0,0
1220048800,0.00,1,강남구,일원동,삼성서울병원내부도로,93,1,0,0,0,0,0
1220049000,0.66,1,강남구,도곡동,언주로30길양재천로사,182,2,1,0,1,0,0
1220049100,0.37,1,강남구,도곡동,언주로30길양재천로사,182,2,4,0,0,3,1
1220049200,0.08,1,강남구,수서동,광평로39길,349,1,2,0,0,2,0
1220049300,0.00,1,강남구,수서동,광평로39길,332,1,0,0,0,0,0
1220049400,1.96,1,강남구,수서동,광평로56길,162,1,5,0,1,7,0
1220049700,1.27,1,강남구,도곡동,언주로30길,128,2,3,0,1,3,1
1220049800,1.42,1,강남구,도곡동,언주로30길,128,2,5,0,1,3,1
1220050100,0.03,1,강남구,도곡동,남부순환로365길,443,1,2,0,0,1,2
1220050200,13.29,3,강남구,도곡동,남부순환로365길,446,1,8,0,7,3,0
1220050300,4.84,2,강남구,수서동,광평로47길,231,1,5,0,3,2,1
1220050400,0.00,1,강남구,수서동,광평로47길,233,1,0,0,0,0,0
1220050500,0.00,1,강남구,도곡동,언주로30길양재천로사,172,2,0,0,0,0,0
1220050700,33.30,4,강남구,수서동,밤고개로,115,3,12,0,6,9,3
1220050900,1.31,1,강남구,도곡동,언주로30길,114,2,3,0,1,2,0
1220051000,4.51,2,강남구,도곡동,언주로30길,114,2,4,0,2,4,1
1220051200,0.27,1,강남구,수서동,광평로51길,104,1,2,0,0,2,0
1220051300,7.07,2,강남구,도곡동,언주로,67,1,3,0,2,1,2
1220051500,1.59,1,강남구,수서동,밤고개로1길,131,1,5,0,1,4,1
1220051600,4.03,2,강남구,수서동,밤고개로1길,131,1,5,0,2,3,1
1220051801,0.00,1,강남구,일원동,삼성서울병원내부도로,88,1,0,0,0,0,0
1220051802,0.00,1,강남구,일원동,삼성서울병원내부도로,668,1,0,0,0,0,0
1220051901,1.64,1,강남구,일원동,삼성서울병원내부도로,88,1,3,0,1,2,0
1220051902,0.76,1,강남구,일원동,삼성서울병원내부도로,623,1,3,0,2,1,0
1220052000,13.61,3,강남구,도곡동,언주로,74,1,2,1,0,1,0
1220052100,0.24,1,강남구,도곡동,언주로,72,1,2,0,0,2,1
1220052200,0.02,1,강남구,수서동,광평로,451,3,1,0,0,1,0
1220052400,0.00,1,강남구,대치동,선릉로,130,1,0,0,0,0,0
1220052500,1.90,1,강남구,도곡동,남부순환로363길,578,1,4,0,3,2,0
1220052600,0.22,1,강남구,도곡동,남부순환로363길,580,1,2,0,1,1,0
1220052700,0.14,1,강남구,일원동,삼성서울병원내부도로,451,1,3,0,0,3,0
1220052800,0.49,1,강남구,일원동,삼성서울병원내부도로,504,1,5,0,0,7,0
1220052900,4.13,2,강남구,수서동,밤고개로,240,3,9,0,2,11,0
1220053100,0.00,1,강남구,대치동,선릉로,97,1,0,0,0,0,0
1220053200,0.00,1,강남구,수서동,밤고개로1길,299,1,0,0,0,0,0
1220053400,0.40,1,강남구,도곡동,언주로30길,298,2,1,0,1,0,0
1220053500,1.91,1,강남구,도곡동,언주로30길,299,3,9,0,1,8,0
1220053700,0.00,1,강남구,수서동,광평로59길,103,1,0,0,0,0,0
1220053800,0.00,1,강남구,수서동,광평로59길,104,1,0,0,0,0,0
1220053900,0.00,1,강남구,도곡동,선릉로,118,2,0,0,0,0,0
1220054000,0.00,1,강남구,대치동,선릉로,72,1,0,0,0,0,0
1220054100,0.03,1,강남구,역삼동,강남대로58길,215,1,1,0,0,1,0
1220054200,0.86,1,강남구,역삼동,강남대로58길,190,1,3,0,1,3,0
1220054300,5.10,2,강남구,수서동,밤고개로,416,3,12,1,0,14,4
1220054400,0.40,1,강남구,역삼동,강남대로62길,168,1,4,0,0,3,1
1220054500,0.97,1,강남구,역삼동,강남대로62길,168,1,3,0,1,3,0
1220054600,1.98,1,강남구,역삼동,도곡로3길,61,1,1,0,1,0,0
1220054800,0.00,1,강남구,수서동,광평로39길,504,1,0,0,0,0,0
1220054900,0.00,1,강남구,수서동,광평로39길,523,1,0,0,0,0,0
1220055000,0.03,1,강남구,수서동,남부순환로,231,1,1,0,0,1,0
1220055100,3.63,2,강남구,수서동,밤고개로,295,3,4,0,3,3,0
1220055200,0.00,1,강남구,대치동,삼성로양재천로연결길,130,1,0,0,0,0,0
1220055300,0.00,1,강남구,대치동,양재천로삼성로연결길,132,1,0,0,0,0,0
1220055400,0.36,1,강남구,대치동,남부순환로394길,353,1,2,0,1,1,0
1220055500,0.02,1,강남구,대치동,남부순환로394길,353,1,1,0,0,1,0
1220055800,0.00,1,강남구,수서동,남부순환로,122,1,0,0,0,0,0
1220056000,0.16,1,강남구,수서동,밤고개로,85,3,1,0,0,2,0
1220056200,0.54,1,강남구,수서동,밤고개로,230,1,2,0,1,1,1
1220056700,1.39,1,강남구,수서동,남부순환로,113,4,3,0,1,3,0
1220056800,0.66,1,강남구,수서동,남부순환로,176,4,1,0,1,0,0
1220056900,0.44,1,강남구,수서동,남부순환로,279,2,2,0,1,1,0
1220057000,0.35,1,강남구,일원동,남부순환로,456,1,3,0,1,3,0
1220057100,0.00,1,강남구,수서동,남부순환로,254,1,0,0,0,0,0
1220057500,0.91,1,강남구,개포동,개포로,133,1,1,0,1,0,0
1220057600,0.00,1,강남구,수서동,남부순환로,116,1,0,0,0,0,0
1220057700,2.85,1,강남구,역삼동,논현로64길,413,1,7,0,3,4,2
1220058000,0.99,1,강남구,일원동,남부순환로,284,3,4,0,1,8,0
1220058200,0.08,1,강남구,역삼동,도곡로37길,86,1,1,0,0,1,0
1220058300,1.02,1,강남구,일원동,남부순환로,270,1,3,0,2,3,0
1220058400,1.40,1,강남구,개포동,영동대로,448,4,10,0,0,10,5
1220058500,0.31,1,강남구,개포동,영동대로,447,4,3,0,1,3,1
1220058700,0.09,1,강남구,역삼동,언주로63길,152,1,1,0,0,2,0
1220058900,0.52,1,강남구,대치동,삼성로51길,972,1,4,0,2,0,3
1220059100,1.96,1,강남구,역삼동,역삼로3길,353,1,11,0,1,9,1
1220059300,0.70,1,강남구,역삼동,도곡로37길,182,1,2,0,1,1,0
1220059400,7.85,2,강남구,역삼동,도곡로37길,193,1,3,1,2,0,0
1220059600,2.73,1,강남구,역삼동,도곡로43길,267,1,3,0,3,1,0
1220059700,3.86,2,강남구,역삼동,도곡로43길,288,1,5,0,3,2,0
1220059800,0.03,1,강남구,개포동,개포로109길,270,1,1,0,0,1,0
1220059900,0.03,1,강남구,개포동,개포로109길,270,1,1,0,0,1,0
1220060100,0.35,1,강남구,대치동,남부순환로삼성로사이,344,1,1,0,1,1,0
1220060201,0.80,1,강남구,일원동,남부순환로,583,4,2,0,2,0,0
1220060202,1.81,1,강남구,일원동,남부순환로,391,4,3,0,3,1,0
1220060302,0.27,1,강남구,일원동,남부순환로,608,4,3,0,0,8,2
1220060700,0.47,1,강남구,역삼동,도곡로51길,301,1,4,0,1,1,2
1220060800,0.00,1,강남구,역삼동,도곡로51길,301,1,0,0,0,0,0
1220061100,3.37,2,강남구,대치동,남부순환로,298,4,13,0,1,14,3
1220061200,16.11,3,강남구,대치동,남부순환로,298,4,16,0,6,10,8
1220061300,1.86,1,강남구,역삼동,언주로70길,289,2,4,0,2,4,0
1220061400,0.04,1,강남구,역삼동,언주로70길,289,1,2,0,0,1,1
1220061500,0.00,1,강남구,대치동,남부순환로,113,4,0,0,0,0,0
1220061800,3.59,2,강남구,대치동,선릉로64길,311,1,5,0,3,2,0
1220061900,0.46,1,강남구,대치동,선릉로64길,331,1,4,0,1,2,1
1220062100,0.00,1,강남구,역삼동,선릉로69길,299,1,0,0,0,0,0
1220062400,6.53,2,강남구,대치동,남부순환로,524,4,17,0,4,19,1
1220062500,7.02,2,강남구,역삼동,역삼로52길,206,1,3,0,4,1,0
1220062702,0.00,1,강남구,대치동,남부순환로,219,3,0,0,0,0,0
1220062800,2.10,1,강남구,대치동,남부순환로,223,2,2,0,2,2,0
1220062900,10.49,3,강남구,역삼동,논현로85길,203,1,9,0,4,7,1
1220063000,0.88,1,강남구,역삼동,논현로85길,184,1,3,0,1,3,0
1220063100,1.62,1,강남구,역삼동,논현로87길,245,1,8,0,0,8,1
1220063600,0.37,1,강남구,대치동,삼성로63길,358,1,6,0,0,4,3
1220063700,0.44,1,강남구,대치동,남부순환로,388,2,3,0,1,4,0
1220063800,21.32,4,강남구,역삼동,논현로86길,301,1,22,0,6,21,2
1220063900,1.71,1,강남구,역삼동,테헤란로26길,75,1,2,0,1,1,0
1220064000,0.00,1,강남구,역삼동,테헤란로26길,75,1,0,0,0,0,0
1220064300,0.57,1,강남구,역삼동,강남대로94길,284,1,3,0,1,3,0
1220064400,0.42,1,강남구,역삼동,강남대로94길,292,1,2,0,1,1,1
1220064700,1.53,1,강남구,역삼동,테헤란로25길,83,1,2,0,1,0,3
1220064800,0.73,1,강남구,역삼동,강남대로94길,154,1,4,0,0,4,0
1220064900,0.04,1,강남구,역삼동,강남대로94길,154,1,1,0,0,1,1
1220065000,6.71,2,강남구,역삼동,테헤란로38길,287,1,13,0,3,12,0
1220065100,0.79,1,강남구,역삼동,테헤란로38길,268,1,5,0,0,6,1
1220065300,5.11,2,강남구,대치동,선릉로72길,746,1,9,0,6,7,0
1220065400,0.80,1,강남구,대치동,역삼로63길,79,1,3,0,0,3,0
1220065600,0.00,1,강남구,대치동,선릉로76길,172,1,0,0,0,0,0
1220065700,0.16,1,강남구,대치동,선릉로76길,172,1,2,0,0,2,0
1220065900,0.04,1,강남구,역삼동,언주로86길,166,1,1,0,0,1,0
1220066000,0.00,1,강남구,역삼동,테헤란로25길,163,1,0,0,0,0,0
1220066100,4.83,2,강남구,역삼동,테헤란로27길,158,2,7,0,2,8,0
1220066200,4.59,2,강남구,역삼동,테헤란로27길,160,1,8,0,2,6,0
1220066300,0.02,1,강남구,역삼동,선릉로85길,389,1,1,0,0,1,0
1220066400,0.00,1,강남구,역삼동,선릉로85길,377,1,0,0,0,0,0
1220066700,0.02,1,강남구,대치동,삼성로75길,384,1,1,0,0,1,0
1220066800,0.37,1,강남구,대치동,삼성로75길,384,1,5,0,0,6,3
1220066900,0.03,1,강남구,역삼동,언주로86길,264,1,1,0,0,1,0
1220067000,0.01,1,강남구,역삼동,언주로86길,266,1,1,0,0,0,1
1220067100,0.07,1,강남구,역삼동,테헤란로44길,102,1,1,0,0,1,0
1220067200,1.45,1,강남구,역삼동,테헤란로44길,99,1,3,0,1,2,0
