관측일자,,지점명,평균기온(℃),최저기온(℃),최대기온(℃),평균습도(%),최저습도(%),최고습도(%),평균풍속(m/s),최대풍속(m/s),강수량(mm)
20120112,1169,중랑,-4.1,-9.1,0.2,58.7,42.8,79.9,1.6,5.5,0
20120113,1159,강남,-0.3,-2.6,3,58,29.7,82.3,1.5,5.2,0
20120113,1175,강동,-0.1,-2.6,3.5,60.6,32,84.4,2,6.4,0
20120113,1165,강북,-0.2,-3,3.8,61.8,32.3,83.8,1.1,4.3,0
20120113,1176,강서,-0.3,-3,2.7,61.4,31.3,80.8,1.4,5,0
20120113,1174,관악,0.2,-2.7,2.6,54.2,30.8,72.4,1,5.5,0
20120113,1164,광진,0.1,-2.2,3.7,55.1,29.7,74.8,1.7,5.4,0
20120113,1156,구로,-0.2,-2.8,2.5,59.7,33.8,81.2,2,6.4,0
20120113,1161,금천,-0.5,-3,2.9,60.1,35,82.5,2.3,6.4,0
20120113,1151,남산,-0.7,-3.8,2.8,63.2,36.4,94.3,1.4,4.3,0
20120113,1163,노원,-0.4,-3.5,3.8,63.2,31.8,89.8,0.9,3.7,0
20120113,1154,도봉,-1.1,-5,3.8,62.1,31.7,89.1,1,4.7,0
20120113,1152,동대문,-0.4,-3.1,3.9,60.5,30.5,86.5,1.7,6.6,0
20120113,1173,동작,0.3,-2.4,3.5,56.4,29.8,80.6,1.8,5.8,0
20120113,1155,마포,-0.5,-3.5,2.9,58.6,28.7,82.1,1.2,5.3,0
20120113,1160,서대문,-0.9,-4,2.5,58.9,30.7,79.6,1.6,6.4,0
20120113,1158,서초,0,-2.6,2.9,52.4,26.3,74.3,1.5,4.7,0
20120113,1168,성동,-0.2,-3.1,4.3,53.4,23.6,80.8,2.3,6.4,0
20120113,1153,성북,-0.7,-3.3,3.8,58.5,31.7,82.7,1.3,4.7,0
20120113,1166,송파,0.9,-3.4,3.9,52.4,30.1,83.5,1.2,4.1,0
20120113,1162,양천,0,-2.7,3.3,56.2,29,78.6,2,6.1,0
20120113,1157,영등포,-0.1,-2.9,2.7,59.7,32.7,79.9,3.2,7.4,0
20120113,1167,용산,0.4,-2.4,3.4,52.3,24.2,75,1.7,6.4,0
20120113,1172,은평,-0.3,-3.2,2.9,53.4,25.6,74.1,2.1,6.2,0
20120113,1171,종로,0.1,-2.7,3.5,56.1,30,79.8,1.3,4.4,0
20120113,1170,중구,-1,-4,4.9,42.9,13.6,69.3,1.8,5.9,0
20120113,1169,중랑,-0.2,-2.5,3.5,57.8,30.5,80.9,1.6,4.7,0
20120114,1159,강남,-1,-5.6,2.7,54.6,26.9,72.8,1.1,5.4,0
20120114,1175,강동,-0.7,-5.4,2.8,53,25.6,72.3,1.7,5.8,0
20120114,1165,강북,0,-5.7,3.3,56,29,71.4,1.2,4.6,0
20120114,1176,강서,-1.3,-5.1,2.8,61.5,32.7,78.4,1.2,4.9,0
20120114,1174,관악,-0.6,-4.1,2.8,51.9,28.7,71.8,0,2.7,0
20120114,1164,광진,-0.5,-5.6,3.1,48.2,22.5,67.9,1.4,4.5,0
20120114,1156,구로,-0.6,-3.9,2.7,55.6,30.9,76.8,1.7,5.8,0
20120114,1161,금천,-1.1,-5.4,3.3,55.8,31.9,76.8,1.5,5.4,0
20120114,1151,남산,-1.6,-6.2,2.1,58.7,28.2,80.7,1.3,3.9,0
20120114,1163,노원,-1.2,-6.2,3.2,54.2,23.7,75.8,0.9,3.5,0
20120114,1154,도봉,-2,-7.9,3.3,55.9,23.6,74.8,0.8,4.9,0
20120114,1152,동대문,-1.1,-5.8,2.9,53.2,24.9,73.4,1.8,6.6,0
20120114,1173,동작,-0.2,-3.9,3.5,51.8,23.2,71.7,1.8,6.1,0
20120114,1155,마포,-1.5,-5.6,3,56.3,28.9,75.6,0.8,4.6,0
20120114,1160,서대문,-1.5,-5.8,2.5,55.7,27.8,75.4,1.3,4.8,0
20120114,1158,서초,-0.4,-4.8,3,47.1,23.8,64.7,1.2,4.5,0
20120114,1168,성동,-0.6,-5.3,3.9,49.6,20.3,68.7,1.8,5.4,0
20120114,1153,성북,-1.4,-5.6,2.5,52.2,26.2,71.6,1.4,4.8,0
20120114,1162,양천,-0.4,-4.8,3.3,54,25.3,73.4,1,3.9,0
20120114,1157,영등포,-0.6,-4.6,3.2,58,28.5,77.2,1.7,6.1,0
20120114,1167,용산,-0.2,-4.1,3.4,48.6,21.4,69.4,1.4,5.3,0
20120114,1172,은평,-1.2,-5.5,2.7,50.5,24.3,70.6,1.5,5.6,0
20120114,1171,종로,-0.7,-4.7,3.1,52.5,26.1,72.6,1.2,4.3,0
20120114,1170,중구,-1.5,-6.8,2.8,38.5,9.7,59.3,1.4,5.3,0
20120114,1169,중랑,-0.9,-5.6,2.8,50.8,23.9,70.3,1.4,4.7,0
20120115,1159,강남,-1.2,-3.3,0.8,48.6,32.9,73.9,1.2,3.1,0
20120115,1175,강동,-0.7,-3.1,1.6,48.3,33.1,74.5,1.5,3.8,0
20120115,1165,강북,-1.1,-3.5,2.1,45.6,33.5,71.5,1.4,3.8,0
20120115,1176,강서,-2.2,-4.5,0.4,55,36.5,81,1.2,3.1,0
20120115,1174,관악,-1.7,-3.6,0.6,47.2,27.3,72.9,0,3.1,0
20120115,1164,광진,-0.4,-2.5,2,43.1,30.4,69.7,1.4,3.6,0
20120115,1156,구로,-1.6,-3.7,0.8,48.7,31.8,77,1.6,4.2,0
20120115,1161,금천,-1.7,-4,0.5,48.1,31.7,75.7,1.8,5,0
20120115,1151,남산,-2.1,-4.4,0.5,52.2,36,81.5,1.3,3.1,0
20120115,1163,노원,-1.1,-3.6,1.8,47.1,34.4,75.4,1.1,3.1,0
20120115,1154,도봉,-1.7,-5.1,1.6,48.6,34.5,73.4,1,3.1,0
20120115,1152,동대문,-0.9,-3.6,1.8,47.9,32.8,73.4,1.4,3.6,0
20120115,1173,동작,-1.3,-3.4,1.3,47.9,29.7,73.2,1.7,3.8,0
20120115,1155,마포,-2.3,-4.7,0.7,52.1,32.6,78.9,1.3,3.6,0
20120115,1160,서대문,-2.7,-4.8,-0.1,53,34.6,79.2,1.3,4.4,0
20120115,1158,서초,-1,-3.2,1.3,42.2,24.8,65.4,1.3,3.2,0
20120115,1168,성동,-1,-3.3,2.1,42.5,25.6,70.4,1.7,4.3,0
20120115,1153,성북,-1.4,-3.8,0.9,45,33.2,70.3,1.3,3.6,0
20120115,1162,양천,-1.6,-3.6,0.7,47.3,30.3,76.2,1.7,4.3,0
20120115,1157,영등포,-2.1,-4.2,0.3,52.7,34.4,80.1,2.8,6.1,0
20120115,1167,용산,-1,-3.2,1.4,44.8,28.8,71.5,1.6,4,0
20120115,1172,은평,-2.2,-4.6,0.5,48.1,29.2,74.4,1.7,4.3,0
20120115,1171,종로,-1.2,-3.6,1.3,47.3,31.8,74.1,1.1,3.2,0
20120115,1170,중구,-1.7,-4.8,1.9,32.5,17.3,58.4,1.5,4.7,0
20120115,1169,중랑,-1,-3.2,1.3,46,33.8,71.1,1.5,4,0
20120116,1159,강남,1.1,-4.5,8.3,51.7,36.5,64.7,0.5,2.1,0
20120116,1175,강동,1.5,-4.6,7.8,51.4,37.8,63.9,1.3,3.4,0
20120116,1165,강북,0.8,-4.9,8,51.2,36,61.4,1,2.9,0
20120116,1176,강서,-0.4,-6.5,7.4,53.6,37,65.5,0.9,2.6,0
20120116,1174,관악,1.4,-3.3,7.2,46.9,34.7,57.4,0,1.3,0
20120116,1164,광진,1.7,-3.7,8.3,45.1,33,54.8,1.1,2.9,0
20120116,1156,구로,1.1,-4,7.3,48.6,37.9,60.5,1.1,3.3,0
20120116,1161,금천,1.3,-3,7.2,48.4,38.4,57.8,1.7,4.4,0
20120116,1151,남산,0.8,-4.5,6.9,52.7,41.3,60.9,1.1,3.1,0
20120116,1163,노원,0.7,-5.3,7.4,52.5,36.2,64.9,0.6,2.3,0
20120116,1154,도봉,-0.2,-6.8,7.9,53.4,35.4,66.1,0.6,2.4,0
20120116,1152,동대문,0.9,-5,7.8,51.5,36.4,62.4,1.3,2.7,0
20120116,1173,동작,1.1,-4.5,7.5,49.3,33,63.4,1,2.8,0
20120116,1155,마포,-0.9,-6.9,8.4,53,34.6,63.5,0.8,2.2,0
20120116,1160,서대문,0.1,-5.5,7,52.6,37.7,65.2,0.7,3.6,0
20120116,1158,서초,1.3,-3.9,7.7,45.3,32.2,55.3,0.9,2.8,0
20120116,1168,성동,1.3,-4.9,8.6,43.7,27.1,58.1,1.1,2.6,0
20120116,1153,성북,0.6,-4.8,6.1,49.2,37.3,58.2,1.2,3.2,0
20120116,1166,송파,2.8,-6,7.2,50.4,38.9,69.8,0.9,2.8,0
20120116,1162,양천,0.8,-4.9,8,47.8,33.7,61.2,1,3.5,0
20120116,1157,영등포,0.2,-5.4,8.2,51.2,36.5,64.9,1.7,4,0
20120116,1167,용산,2,-3.1,8.2,43.8,30.7,56,1,3.3,0
20120116,1172,은평,0.4,-5.1,8.1,47.8,32.3,61,0.8,2.9,0
20120116,1171,종로,1.8,-3.1,8.4,47.5,38.6,55.6,0.8,2.7,0
20120116,1170,중구,0.4,-5.8,7.1,34.4,24,44.2,0.8,3.1,0
20120116,1169,중랑,1,-4.6,7.4,49.7,37.7,60.2,1.7,3.3,0
20120117,1159,강남,3.4,0.5,8,58.6,38.1,68.6,0.8,4.1,0
20120117,1175,강동,3.7,0.4,8.3,59.6,39.2,72.7,1.3,4.2,0
20120117,1165,강북,3.4,1,8.4,54.9,36.2,65.9,0.8,3.4,0
20120117,1176,강서,1.9,-1.1,6.9,57.8,38,71.4,1,3.1,0
20120117,1174,관악,3.7,1.7,7.2,51,31.2,62.8,0,1,0
20120117,1164,광진,4,0.8,8.8,50.6,32.2,61.7,0.8,3.7,0
20120117,1156,구로,3.2,0.3,7.7,54.1,38.3,66.6,1.3,4.8,0
20120117,1161,금천,3.5,1.1,8,53.2,34,63.8,1.4,3.9,0
20120117,1151,남산,3.2,0.7,7.4,57.7,41.6,69,1.2,3,0
20120117,1163,노원,3.3,0,8,56.1,34.8,68.1,0.7,2.7,0
20120117,1154,도봉,2.5,-0.9,8.5,56.1,35.4,66.5,0.7,3.4,0
20120117,1152,동대문,3.5,0.4,8.7,55.2,36.2,63.6,1.3,3.4,0
20120117,1173,동작,3.2,0.4,7.5,52.9,30.6,71.9,1.4,3.7,0
20120117,1155,마포,2.1,-1.2,8.5,55,40.2,65.4,0.8,3.1,0
20120117,1160,서대문,2.3,-0.5,7.5,57,38.3,68.8,0.9,3.7,0
20120117,1158,서초,3.6,0.5,7.9,49.1,28,60,0.9,3.7,0
20120117,1168,성동,3.4,0,42.5,52.8,0,72.8,1.3,3.8,0
20120117,1153,성북,3.1,0.8,7,54.1,38.6,61,1,3.7,0
20120117,1166,송파,5,0.3,8.3,56.4,36.6,72.1,0.8,2.2,0
20120117,1162,양천,2.9,-0.3,7.9,52.3,32.3,68.4,1.3,3.9,0
20120117,1157,영등포,2.4,-0.8,8.3,56.3,36.4,71.3,2,6.1,0
20120117,1167,용산,4,1.6,8.4,50,35.3,60.7,1,4,0
20120117,1172,은평,2.7,-0.2,7.7,52.6,35.3,63.8,1.1,4.4,0
20120117,1171,종로,4.1,1.2,8.6,51.5,34.7,60.1,1,3.5,0
20120117,1170,중구,2.9,-0.5,8.3,38.5,21.4,49.8,1.1,3.7,0
20120117,1169,중랑,3.7,1.2,8.2,54.1,36.9,63.7,1.2,3.4,0
20120118,1159,강남,3.7,0.5,5.6,43.1,37.4,49.3,1.2,2.9,0
20120118,1175,강동,2.3,-1.5,6.5,50.4,39,67.6,1.2,3.6,0
20120118,1165,강북,2,-1.6,5.7,45.3,37.5,52.2,1,3.3,0
20120118,1176,강서,0.7,-2.6,4.7,54.2,41.8,66.6,1,3.2,0
20120118,1174,관악,2.1,-1,5.7,43.5,34.6,50.5,0,1.1,0
20120118,1164,광진,2.8,-1.1,6.4,42.4,34.4,54.8,1.2,3.3,0
20120118,1156,구로,2,-1.2,5.5,46.9,37.6,56.8,1.2,4.2,0
20120118,1161,금천,2.1,-0.9,5.6,44.8,36,52.3,1.6,4.6,0
20120118,1151,남산,1.7,-1.9,5.3,50,38.3,63.5,1.3,3.5,0
20120118,1163,노원,1.9,-2.4,5.6,47,37.3,61.9,0.8,3.2,0
20120118,1154,도봉,1.2,-3.3,5.5,47.7,38.3,60.3,0.8,3.2,0
20120118,1152,동대문,2.1,-1.4,5.7,47.3,38.4,59.4,1.3,3.3,0
20120118,1173,동작,2,-1.1,5.6,46.4,35.7,60,1.2,3.2,0
20120118,1155,마포,0.9,-2.9,5,49.7,38.6,59.4,1,3.5,0
20120118,1160,서대문,0.8,-2.6,4.9,50.5,39.2,58.4,0.9,4.1,0
20120118,1158,서초,2.3,-1.2,6.3,40.7,30.3,52.1,0.9,2.5,0
20120118,1168,성동,2.2,-1.8,7,44.8,28.5,70.4,1.3,3.8,0
20120118,1153,성북,1.8,-1.6,5,44.4,37.3,51.8,1.1,3.8,0
20120118,1166,송파,3,-2.9,5.8,46.7,38.3,70.9,1,3.2,0
20120118,1162,양천,1.9,-1.7,5.4,46.7,36.4,63,1.2,3.6,0
20120118,1157,영등포,1.2,-2.1,5,51.9,40.2,66,2.1,4.9,0
20120118,1167,용산,2.5,-0.5,5.9,44.6,33.2,56.9,1.1,3.7,0
20120118,1172,은평,1.1,-2.7,5,45.8,34.1,55.7,1.1,3.7,0
20120118,1171,종로,2.5,-1,6.1,44.7,34.1,54.5,0.8,2.7,0
20120118,1170,중구,1.5,-2.6,7.1,32,18.6,44.6,1.1,3.7,0
20120118,1169,중랑,2.2,-1.2,5.6,44.2,37.8,52.8,1.4,3.3,0
20120119,1159,강남,5.1,1.9,7.9,60,48.6,71.9,1,3.4,0.5
20120119,1175,강동,5.5,1.5,8.2,62.3,49.9,72,2.3,6.4,1
20120119,1165,강북,5.1,1.5,8.3,58.3,49.4,68.1,1.7,4.4,0
20120119,1176,강서,3.9,-0.4,8.3,62.4,53.9,73.4,1.8,5.9,0
20120119,1174,관악,5.3,2.6,7.9,59.8,44.6,77.3,0,2.1,0.5
20120119,1164,광진,5.5,2,9,55.5,44.1,65.2,2.4,5.9,0.5
20120119,1156,구로,5,1.5,8.1,59.3,49.1,74.4,1.8,6.9,0.5
20120119,1161,금천,5.2,2,7.7,61.1,44.6,75.5,2.7,6.3,1
20120119,1151,남산,5,1.3,8.2,63.4,52,80.3,2.4,6.6,0
20120119,1163,노원,5.1,1.7,8.4,59.6,48.6,70.8,1.2,4.5,0
20120119,1154,도봉,4.6,0.9,8,59.7,50,70.1,1.1,3.4,0
20120119,1152,동대문,5.2,1.3,8.7,58.6,50.5,68.6,2.3,6.2,0
20120119,1173,동작,4.8,0.5,8.3,60.1,53.3,71.1,1.7,5.7,0.5
20120119,1155,마포,3.9,-0.9,8.1,59.3,50.4,68.8,1,3.7,0
20120119,1160,서대문,4.1,0.2,7.6,60,53.8,72.5,1.7,7.4,0
20120119,1158,서초,5.3,1.4,8.6,55.4,45.6,65.9,1.1,3.6,0.5
20120119,1168,성동,5.2,1.4,9,53.9,44.4,69,2.3,5.8,0.5
20120119,1153,성북,5,1.4,8.4,57.2,47.4,68.1,1.5,4.3,0
20120119,1166,송파,6.4,2.4,8.1,64.7,57.4,75.4,1.4,3.4,0.5
20120119,1162,양천,4.8,0.8,8.4,57.7,46.4,69.2,1.6,5.1,0.5
20120119,1157,영등포,4.2,-0.1,8.3,61.1,50.1,71.6,2.1,5.6,0
20120119,1167,용산,6,2.4,9.1,55.7,42.9,69.1,1.8,6,0
20120119,1172,은평,4.5,0.7,8.2,54.7,48.9,65.4,1.1,4.9,0
20120119,1171,종로,6.2,2.8,9.1,56.2,45.3,70.2,1.2,3.4,0
20120119,1170,중구,5,1,9.9,44,31.1,59.4,1.6,4.7,0
20120119,1169,중랑,5,1.4,8.6,58.9,48.4,67.7,2.2,5.3,0
20120120,1159,강남,6,4.9,8.3,65.5,56.1,78.8,1.1,3.6,0.5
20120120,1175,강동,6.3,5.1,8.1,66.9,56.2,78.8,3,6.2,0.5
20120120,1165,강북,6.1,4.6,8.5,65.6,54.3,80.1,1.7,3.7,0.5
20120120,1176,강서,6.1,4,8.2,68.1,56,83,2.6,6.1,0.5
20120120,1174,관악,6,4.7,8.2,67.2,54.4,82.9,0.4,2.8,0.5
20120120,1164,광진,6.6,5.5,8.9,61.6,51.9,73.6,2.5,5.4,0.5
20120120,1156,구로,6.4,5.1,8.4,67.4,55.9,81.4,2.9,5.8,0.5
20120120,1161,금천,6,4.8,8.3,68.2,55.9,82.1,2.7,6,1
20120120,1151,남산,5.9,4.2,8,71.6,59.3,87.9,2.8,5.4,0.5
20120120,1163,노원,6.3,4.6,8.6,68.5,54.7,85.1,1.2,3.1,0.5
20120120,1154,도봉,5.8,4,8.4,65.7,53.6,80.8,1.1,3,0.5
20120120,1152,동대문,6.4,4.9,8.4,65.9,54.3,81,2.5,5.2,0.5
20120120,1173,동작,6.4,5,8.4,64.5,53.3,79.1,2.3,4.9,0.5
20120120,1155,마포,6.4,4.6,8.5,63.8,53.5,77.8,1.1,3.7,0.5
20120120,1160,서대문,5.8,4.3,7.4,65.6,56.1,79.5,2.8,6.5,0.5
20120120,1158,서초,6.2,4.6,8.8,60,49.4,71.9,1.4,3.7,1
20120120,1168,성동,6.2,4.8,9.2,60.9,48.4,75.6,2.7,6.1,0.5
20120120,1153,성북,5.8,4.3,7.9,65.1,54.5,78.7,1.8,4.4,0.5
20120120,1166,송파,7,5.5,8.1,63.3,56.2,73.7,1.7,4.3,0.5
20120120,1162,양천,6.6,5.1,8.4,64.1,52.8,76.6,1.8,5.8,0.5
20120120,1157,영등포,6.4,4.6,9.1,66.7,55,81,1.4,4.5,1
20120120,1167,용산,6.7,5.1,8.7,62.4,51.6,76.4,2.3,5.3,0.5
20120120,1172,은평,6.4,4.6,8.7,60,50.2,76,1.4,4.3,0
20120120,1171,종로,6.9,5.2,9.1,63.9,53.2,77.9,1.3,3.4,0.5
20120120,1170,중구,5.7,3.4,9.8,51.9,40.7,66.8,1.9,4.8,0.5
20120120,1169,중랑,6.2,5.1,8,64.7,54.6,78.9,2,5,1
20120121,1159,강남,3.6,-1.4,5.9,65.1,58,80.6,1.1,3.5,0
20120121,1175,강동,4,-0.4,6.2,67,59.8,82.6,2,4.9,0
20120121,1165,강북,4,-0.3,6.4,63.6,58.7,76.8,1.3,4.7,0
20120121,1176,강서,2.7,-2.5,5.7,69,58.8,80.4,1.5,4.4,0
20120121,1174,관악,3.5,-2.2,5.5,65.1,55.9,83.6,0.9,4.5,0.5
20120121,1164,광진,4.4,0.3,6.6,60,53.2,73.2,1.4,4.1,0
20120121,1156,구로,3.5,-2.3,5.7,66.7,57.7,85.3,2,5.7,0.5
20120121,1161,금천,3.4,-2.6,5.9,67.1,58.2,84.8,2,4.6,0.5
20120121,1151,남산,3.1,-2.3,5.3,70.7,62.3,90.1,1.5,4.6,0
20120121,1163,노원,4,-0.6,6.3,68.2,61.4,84.8,1,3.6,0
20120121,1154,도봉,3.6,-1.2,6.3,65.2,57.3,77.2,1.1,4.2,0
20120121,1152,동대문,4.1,-0.2,6.3,65.4,59.1,79,1.7,4.3,0
20120121,1173,동작,3.6,-1.8,5.8,64.3,55.4,82.8,1.8,4.6,0
20120121,1155,마포,3,-2.4,6.1,65.1,55.1,77.1,1.3,3.3,0
20120121,1160,서대문,2.9,-2.8,5.7,65.3,57.8,79.2,1.6,4.9,0
20120121,1158,서초,3.7,-1.4,6.2,59.6,51.4,75.5,1.2,3.6,0
20120121,1168,성동,3.8,-1.2,6.6,60.3,51.4,75,1.9,4.4,0
20120121,1153,성북,3.6,-0.3,5.8,64,59.1,76.9,1.4,3.8,0
20120121,1162,양천,3.5,-2.3,6.2,64.4,55.2,81,1.6,5.7,0
20120121,1157,영등포,2.9,-2.5,5.6,68.1,57.5,83.8,2.6,6.7,0
20120121,1167,용산,4.1,-1.3,6.3,61.2,54,80.3,1.7,4.3,0.5
20120121,1172,은평,3.3,-2.3,5.8,60.3,51.8,72.6,1.6,4.8,0
20120121,1171,종로,4,-1.3,6.4,62.9,56.2,79.1,1.2,3.9,0.5
20120121,1170,중구,3.5,-2.2,7.8,50,41.4,67,1.5,3.9,0.5
20120121,1169,중랑,3.9,0,6,64.1,57.8,79.6,1.4,4.6,0
20120122,1159,강남,-6.1,-10.3,-1.3,43,27.8,67.1,2.7,5.7,0
20120122,1175,강동,-5.1,-8.9,-0.3,42,26.2,68.2,3.2,6.4,0
20120122,1165,강북,-5.1,-9.8,-0.3,35.4,25,60.9,2.1,4.7,0
20120122,1176,강서,-6.7,-10.3,-2.4,47.4,31.7,70.4,2.4,5.7,0
20120122,1174,관악,-6.5,-10.4,-2.1,42.2,25.4,65.8,0.5,4.5,0
20120122,1164,광진,-4.9,-9,0.2,38.9,24.6,62.3,2.6,5.6,0
20120122,1156,구로,-6.4,-10.4,-2.3,43,27.9,68.6,3.2,6.6,0
20120122,1161,금천,-6.6,-10.5,-2.4,42.4,26.5,68,3.1,5.7,0
20120122,1151,남산,-6.9,-11.4,-2.1,49.2,31.6,75.2,2.2,4.3,0
20120122,1163,노원,-5.1,-9.9,-0.6,38.9,25.8,66.7,1.6,4.7,0
20120122,1154,도봉,-5.6,-10.9,-1.2,39.3,25.3,64.9,2,4.8,0
20120122,1152,동대문,-5,-9.5,-0.2,37.4,25.8,63.6,2.5,6.7,0
20120122,1173,동작,-5.9,-9.9,-1.7,42.5,25.1,65.8,2.8,5.1,0
20120122,1155,마포,-6.7,-10.9,-2.3,43.3,28.2,67.7,2.4,5.3,0
20120122,1160,서대문,-7.3,-11.7,-2.7,44.9,28.1,68.7,3,6.4,0
20120122,1158,서초,-5.5,-9.6,-0.7,37.3,21.8,59.5,2.7,5.3,0
20120122,1168,성동,-5.7,-10.4,-1.1,37.7,20.9,63.6,3.1,6.5,0
20120122,1153,성북,-5.5,-9.7,-0.3,37.5,27.2,59.9,1.8,5.3,0
20120122,1162,양천,-6.4,-10.3,-2.3,42,25.7,66.1,3.1,6.8,0
20120122,1157,영등포,-6.8,-10.4,-2.5,46.6,30,69.7,5,8.5,0
20120122,1167,용산,-5.9,-10.1,-1.2,40.2,24.9,62.6,2.8,6.2,0
20120122,1172,은평,-6.8,-11,-1.9,39.1,21.5,61.5,3.4,5.9,0
20120122,1171,종로,-6.2,-10.6,-1.2,42.2,26,65,2.6,5.3,0
20120122,1170,중구,-6.3,-11.4,-2.1,27.7,11.4,51,3.1,6.7,0
20120122,1169,중랑,-5.2,-9.3,0,37.8,25.8,61.7,2.4,5.3,0
20120123,1159,강남,-8.7,-10.9,-5.4,38.2,25.3,52.2,2.3,5.2,0
20120123,1175,강동,-8.2,-10.6,-5.2,37.2,25.9,52.8,3,6.2,0
20120123,1165,강북,-8.5,-11.1,-4.3,34.3,23.8,44.8,2,5.3,0
20120123,1176,강서,-8.7,-11.2,-5.1,46,27.2,62.5,2.1,5.7,0
20120123,1174,관악,-8.6,-10.9,-5.2,38.3,23.8,52.6,0,1.9,0
20120123,1164,광진,-8,-10.5,-4.8,34.5,23.5,48.3,2.5,5.1,0
20120123,1156,구로,-8.3,-10.8,-4.8,39.7,24.8,54,2.4,6.3,0
20120123,1161,금천,-8.6,-10.9,-5.1,38.6,23.9,51.3,2.6,5.8,0
20120123,1151,남산,-9.4,-12.3,-5.9,45.1,28.9,62.4,1.7,4.8,0
20120123,1163,노원,-8.4,-11.2,-4.8,35.6,24,49.9,1.4,4.6,0
20120123,1154,도봉,-8.9,-11.9,-4.6,36.5,23.2,52.9,1.9,4.2,0
20120123,1152,동대문,-8.1,-10.9,-4.8,35.8,23,50.3,2.1,5.8,0
20120123,1173,동작,-8.1,-10.5,-4.5,38.4,22.5,52.9,2.3,5.1,0
20120123,1155,마포,-9,-11.8,-5.2,40.4,23.7,56.6,1.8,5,0
20120123,1160,서대문,-9.7,-12.4,-5.8,41.4,26,57.7,2.2,6,0
20120123,1158,서초,-8,-10.5,-4.7,33.6,20,47.4,2.6,5.2,0
20120123,1168,성동,-8.5,-11.3,-4.3,32.5,20,52.2,2.7,6.6,0
20120123,1153,성북,-8.7,-11.1,-5.6,34.4,24.4,45.2,1.7,5.1,0
20120123,1162,양천,-8.3,-10.7,-4.8,38.6,23.3,51.9,2.4,5.6,0
20120123,1157,영등포,-8.7,-11.2,-5.3,43.7,26.6,59.7,3.9,7.6,0
20120123,1167,용산,-8.2,-10.6,-4.8,36.4,21.8,51.4,2.3,6.1,0
20120123,1172,은평,-9.1,-11.4,-5.2,35.1,21,51.9,2.8,5.8,0
20120123,1171,종로,-8.8,-11.2,-5,38,25,53.2,1.8,4.7,0
20120123,1170,중구,-9.1,-12.1,-2.1,23.4,9.9,37.6,2.6,6.3,0
20120123,1169,중랑,-8.4,-10.8,-5,34.3,23.5,48.3,2,5.2,0
20120124,1159,강남,-6.7,-10,-3.2,40.6,24.7,87.3,1.3,5.1,1
20120124,1175,강동,-6.3,-10.5,-2.8,39.5,24.7,86.2,1.8,5.5,0.5
20120124,1165,강북,-6.6,-10.7,-2.1,39.5,24.2,83.9,1.4,5.2,0.5
20120124,1176,강서,-6.9,-10.7,-3.2,46.4,27.9,89.4,1.7,4.4,0.5
20120124,1174,관악,-6.7,-9.7,-2.7,40.2,22.8,87.7,0,0.9,0.5
20120124,1164,광진,-6.2,-10.1,-2.3,36,23,79.6,1.7,6.4,0.5
20120124,1156,구로,-6.4,-9.8,-2.3,43.1,24.7,89,1.9,5,0.5
20120124,1161,금천,-6.7,-10.6,-1.9,44.3,24.2,88.8,2,4.7,0.5
20120124,1151,남산,-7.5,-12,-3.4,46.2,28.2,96.2,1.3,4.3,1
20120124,1163,노원,-6.8,-11.2,-2.4,40.4,24,90.2,1,3.9,0.5
20120124,1154,도봉,-7.3,-12.4,-2.5,42.2,23.7,85.8,1,4.1,1
20120124,1173,동작,-6.2,-9.6,-2.5,39.4,21.9,87.6,2,5.1,0
20120124,1155,마포,-7,-11.5,-2.5,41.5,23,86.9,1.3,3.9,0
20120124,1160,서대문,-7.5,-11.5,-3.9,42.6,26.4,85.3,1.6,5.2,1
20120124,1158,서초,-6.4,-10.7,-2.5,35.7,19.1,74.3,1.6,4.2,0.5
20120124,1168,성동,-6.4,-10.9,-1.8,35.2,17.6,90.1,2,6,1
20120124,1153,성북,-6.9,-10.9,-3.6,38.7,24.7,82.3,1.4,4.3,0.5
20120124,1162,양천,-6.3,-9.8,-2.1,40.5,23.5,88.6,1.6,4.5,1.5
20120124,1157,영등포,-6.6,-10.3,-2.7,44.5,26.4,93.2,2.5,6.2,0
20120124,1167,용산,-6.3,-9.7,-2.3,38.3,21.4,90.4,1.8,4.4,1
20120124,1172,은평,-7.1,-11.1,-3.2,36.9,21,83.8,1.8,5.5,0.5
20120124,1171,종로,-6.6,-10.7,-2.7,40.4,23.9,87.2,1.2,4.9,1
20120124,1170,중구,-7.2,-12.3,-2.7,26.2,9.5,75.9,1.8,5.3,1
20120124,1169,중랑,-6.7,-10.3,-2.8,38.2,24.3,89.2,1.6,5.6,0.5
20120125,1159,강남,-7.1,-10.5,-4.7,45.1,26.2,87.2,2.1,5.2,0
20120125,1175,강동,-6.8,-10.2,-4.6,44.7,26.9,88.1,3,6.9,0
20120125,1165,강북,-7.2,-11,-4.1,45,27.9,82.9,1.6,5.8,0
20120125,1176,강서,-7,-10.1,-4.5,48,28.4,86.4,2.1,5.6,0
20120125,1174,관악,-7.1,-10.4,-4.7,43.4,24.1,87.9,0.1,2.6,0
20120125,1164,광진,-6.7,-10.1,-4.1,43.2,26.4,81,2.1,5.4,0.5
20120125,1156,구로,-6.8,-10.3,-4.1,46.6,25.8,89.2,2.4,5.7,0
